ord    	character
  33630	荞
  33631	荟
  33632	荠
  33633	荡
  33634	荢
  33635	荣
  33636	荤
  33637	荥
  33638	荦
  33639	荧
  33640	荨
  33641	荩
  33642	荪
  33643	荫
  33644	荬
  33645	荭
  33646	荮
  33647	药
  33648	荰
  33649	荱
  33650	荲
  33651	荳
  33652	荴
  33653	荵
  33654	荶
  33655	荷
  33656	荸
  33657	荹
  33658	荺
  33659	荻
  33660	荼
  33661	荽
  33662	荾
  33663	荿
  33664	莀
  33665	莁
  33666	莂
  33667	莃
  33668	莄
  33669	莅
  33670	莆
  33671	莇
  33672	莈
  33673	莉
  33674	莊
  33675	莋
  33676	莌
  33677	莍
  33678	莎
  33679	莏
  33680	莐
  33681	莑
  33682	莒
  33683	莓
  33684	莔
  33685	莕
  33686	莖
  33687	莗
  33688	莘
  33689	莙
  33690	莚
  33691	莛
  33692	莜
  33693	莝
  33694	莞
  33695	莟
  33696	莠
  33697	莡
  33698	莢
  33699	莣
  33700	莤
  33701	莥
  33702	莦
  33703	莧
  33704	莨
  33705	莩
  33706	莪
  33707	莫
  33708	莬
  33709	莭
  33710	莮
  33711	莯
  33712	莰
  33713	莱
  33714	莲
  33715	莳
  33716	莴
  33717	莵
  33718	莶
  33719	获
  33720	莸
  33721	莹
  33722	莺
  33723	莻
  33724	莼
  33725	莽
  33726	莾
  33727	莿
  33728	菀
  33729	菁
  33730	菂
  33731	菃
  33732	菄
  33733	菅
  33734	菆
  33735	菇
  33736	菈
  33737	菉
  33738	菊
  33739	菋
  33740	菌
  33741	菍
  33742	菎
  33743	菏
  33744	菐
  33745	菑
  33746	菒
  33747	菓
  33748	菔
  33749	菕
  33750	菖
  33751	菗
  33752	菘
  33753	菙
  33754	菚
  33755	菛
  33756	菜
  33757	菝
  33758	菞
  33759	菟
  33760	菠
  33761	菡
  33762	菢
  33763	菣
  33764	菤
  33765	菥
  33766	菦
  33767	菧
  33768	菨
  33769	菩
  33770	菪
  33771	菫
  33772	菬
  33773	菭
  33774	菮
  33775	華
  33776	菰
  33777	菱
  33778	菲
  33779	菳
  33780	菴
  33781	菵
  33782	菶
  33783	菷
  33784	菸
  33785	菹
  33786	菺
  33787	菻
  33788	菼
  33789	菽
  33790	菾
  33791	菿
  33792	萀
  33793	萁
  33794	萂
  33795	萃
  33796	萄
  33797	萅
  33798	萆
  33799	萇
  33800	萈
  33801	萉
  33802	萊
  33803	萋
  33804	萌
  33805	萍
  33806	萎
  33807	萏
  33808	萐
  33809	萑
  33810	萒
  33811	萓
  33812	萔
  33813	萕
  33814	萖
  33815	萗
  33816	萘
  33817	萙
  33818	萚
  33819	萛
  33820	萜
  33821	萝
  33822	萞
  33823	萟
  33824	萠
  33825	萡
  33826	萢
  33827	萣
  33828	萤
  33829	营
  33830	萦
  33831	萧
  33832	萨
  33833	萩
  33834	萪
  33835	萫
  33836	萬
  33837	萭
  33838	萮
  33839	萯
  33840	萰
  33841	萱
  33842	萲
  33843	萳
  33844	萴
  33845	萵
  33846	萶
  33847	萷
  33848	萸
  33849	萹
  33850	萺
  33851	萻
  33852	萼
  33853	落
  33854	萾
  33855	萿
  33856	葀
  33857	葁
  33858	葂
  33859	葃
  33860	葄
  33861	葅
  33862	葆
  33863	葇
  33864	葈
  33865	葉
  33866	葊
  33867	葋
  33868	葌
  33869	葍
  33870	葎
  33871	葏
  33872	葐
  33873	葑
  33874	葒
  33875	葓
  33876	葔
  33877	葕
  33878	葖
  33879	著
  33880	葘
  33881	葙
  33882	葚
  33883	葛
  33884	葜
  33885	葝
  33886	葞
  33887	葟
  33888	葠
  33889	葡
  33890	葢
  33891	董
  33892	葤
  33893	葥
  33894	葦
  33895	葧
  33896	葨
  33897	葩
  33898	葪
  33899	葫
  33900	葬
  33901	葭
  33902	葮
  33903	葯
  33904	葰
  33905	葱
  33906	葲
  33907	葳
  33908	葴
  33909	葵
  33910	葶
  33911	葷
  33912	葸
  33913	葹
  33914	葺
  33915	葻
  33916	葼
  33917	葽
  33918	葾
  33919	葿
  33920	蒀
  33921	蒁
  33922	蒂
  33923	蒃
  33924	蒄
  33925	蒅
  33926	蒆
  33927	蒇
  33928	蒈
  33929	蒉
  33930	蒊
  33931	蒋
  33932	蒌
  33933	蒍
  33934	蒎
  33935	蒏
  33936	蒐
  33937	蒑
  33938	蒒
  33939	蒓
  33940	蒔
  33941	蒕
  33942	蒖
  33943	蒗
  33944	蒘
  33945	蒙
  33946	蒚
  33947	蒛
  33948	蒜
  33949	蒝
  33950	蒞
  33951	蒟
  33952	蒠
  33953	蒡
  33954	蒢
  33955	蒣
  33956	蒤
  33957	蒥
  33958	蒦
  33959	蒧
  33960	蒨
  33961	蒩
  33962	蒪
  33963	蒫
  33964	蒬
  33965	蒭
  33966	蒮
  33967	蒯
  33968	蒰
  33969	蒱
  33970	蒲
  33971	蒳
  33972	蒴
  33973	蒵
  33974	蒶
  33975	蒷
  33976	蒸
  33977	蒹
  33978	蒺
  33979	蒻
  33980	蒼
  33981	蒽
  33982	蒾
  33983	蒿
  33984	蓀
  33985	蓁
  33986	蓂
  33987	蓃
  33988	蓄
  33989	蓅
  33990	蓆
  33991	蓇
  33992	蓈
  33993	蓉
  33994	蓊
  33995	蓋
  33996	蓌
  33997	蓍
  33998	蓎
  33999	蓏
  34000	蓐
  34001	蓑
  34002	蓒
  34003	蓓
  34004	蓔
  34005	蓕
  34006	蓖
  34007	蓗
  34008	蓘
  34009	蓙
  34010	蓚
  34011	蓛
  34012	蓜
  34013	蓝
  34014	蓞
  34015	蓟
  34016	蓠
  34017	蓡
  34018	蓢
  34019	蓣
  34020	蓤
  34021	蓥
  34022	蓦
  34023	蓧
  34024	蓨
  34025	蓩
  34026	蓪
  34027	蓫
  34028	蓬
  34029	蓭
  34030	蓮
  34031	蓯
  34032	蓰
  34033	蓱
  34034	蓲
  34035	蓳
  34036	蓴
  34037	蓵
  34038	蓶
  34039	蓷
  34040	蓸
  34041	蓹
  34042	蓺
  34043	蓻
  34044	蓼
  34045	蓽
  34046	蓾
  34047	蓿
  34048	蔀
  34049	蔁
  34050	蔂
  34051	蔃
  34052	蔄
  34053	蔅
  34054	蔆
  34055	蔇
  34056	蔈
  34057	蔉
  34058	蔊
  34059	蔋
  34060	蔌
  34061	蔍
  34062	蔎
  34063	蔏
  34064	蔐
  34065	蔑
  34066	蔒
  34067	蔓
  34068	蔔
  34069	蔕
  34070	蔖
  34071	蔗
  34072	蔘
  34073	蔙
  34074	蔚
  34075	蔛
  34076	蔜
  34077	蔝
  34078	蔞
  34079	蔟
  34080	蔠
  34081	蔡
  34082	蔢
  34083	蔣
  34084	蔤
  34085	蔥
  34086	蔦
  34087	蔧
  34088	蔨
  34089	蔩
  34090	蔪
  34091	蔫
  34092	蔬
  34093	蔭
  34094	蔮
  34095	蔯
  34096	蔰
  34097	蔱
  34098	蔲
  34099	蔳
  34100	蔴
  34101	蔵
  34102	蔶
  34103	蔷
  34104	蔸
  34105	蔹
  34106	蔺
  34107	蔻
  34108	蔼
  34109	蔽
  34110	蔾
  34111	蔿
  34112	蕀
  34113	蕁
  34114	蕂
  34115	蕃
  34116	蕄
  34117	蕅
  34118	蕆
  34119	蕇
  34120	蕈
  34121	蕉
  34122	蕊
  34123	蕋
  34124	蕌
  34125	蕍
  34126	蕎
  34127	蕏
  34128	蕐
  34129	蕑
  34130	蕒
  34131	蕓
  34132	蕔
  34133	蕕
  34134	蕖
  34135	蕗
  34136	蕘
  34137	蕙
  34138	蕚
  34139	蕛
  34140	蕜
  34141	蕝
  34142	蕞
  34143	蕟
  34144	蕠
  34145	蕡
  34146	蕢
  34147	蕣
  34148	蕤
  34149	蕥
  34150	蕦
  34151	蕧
  34152	蕨
  34153	蕩
  34154	蕪
  34155	蕫
  34156	蕬
  34157	蕭
  34158	蕮
  34159	蕯
  34160	蕰
  34161	蕱
  34162	蕲
  34163	蕳
  34164	蕴
  34165	蕵
  34166	蕶
  34167	蕷
  34168	蕸
  34169	蕹
  34170	蕺
  34171	蕻
  34172	蕼
  34173	蕽
  34174	蕾
  34175	蕿
  34176	薀
  34177	薁
  34178	薂
  34179	薃
  34180	薄
  34181	薅
  34182	薆
  34183	薇
  34184	薈
  34185	薉
  34186	薊
  34187	薋
  34188	薌
  34189	薍
  34190	薎
  34191	薏
  34192	薐
  34193	薑
  34194	薒
  34195	薓
  34196	薔
  34197	薕
  34198	薖
  34199	薗
  34200	薘
  34201	薙
  34202	薚
  34203	薛
  34204	薜
  34205	薝
  34206	薞
  34207	薟
  34208	薠
  34209	薡
  34210	薢
  34211	薣
  34212	薤
  34213	薥
  34214	薦
  34215	薧
  34216	薨
  34217	薩
  34218	薪
  34219	薫
  34220	薬
  34221	薭
  34222	薮
  34223	薯
  34224	薰
  34225	薱
  34226	薲
  34227	薳
  34228	薴
  34229	薵
  34230	薶
  34231	薷
  34232	薸
  34233	薹
  34234	薺
  34235	薻
  34236	薼
  34237	薽
  34238	薾
  34239	薿
  34240	藀
  34241	藁
  34242	藂
  34243	藃
  34244	藄
  34245	藅
  34246	藆
  34247	藇
  34248	藈
  34249	藉
  34250	藊
  34251	藋
  34252	藌
  34253	藍
  34254	藎
  34255	藏
  34256	藐
  34257	藑
  34258	藒
  34259	藓
  34260	藔
  34261	藕
  34262	藖
  34263	藗
  34264	藘
  34265	藙
  34266	藚
  34267	藛
  34268	藜
  34269	藝
  34270	藞
  34271	藟
  34272	藠
  34273	藡
  34274	藢
  34275	藣
  34276	藤
  34277	藥
  34278	藦
  34279	藧
  34280	藨
  34281	藩
  34282	藪
  34283	藫
  34284	藬
  34285	藭
  34286	藮
  34287	藯
  34288	藰
  34289	藱
  34290	藲
  34291	藳
  34292	藴
  34293	藵
  34294	藶
  34295	藷
  34296	藸
  34297	藹
  34298	藺
  34299	藻
  34300	藼
  34301	藽
  34302	藾
  34303	藿
  34304	蘀
  34305	蘁
  34306	蘂
  34307	蘃
  34308	蘄
  34309	蘅
  34310	蘆
  34311	蘇
  34312	蘈
  34313	蘉
  34314	蘊
  34315	蘋
  34316	蘌
  34317	蘍
  34318	蘎
  34319	蘏
  34320	蘐
  34321	蘑
  34322	蘒
  34323	蘓
  34324	蘔
  34325	蘕
  34326	蘖
  34327	蘗
  34328	蘘
  34329	蘙
  34330	蘚
  34331	蘛
  34332	蘜
  34333	蘝
  34334	蘞
  34335	蘟
  34336	蘠
  34337	蘡
  34338	蘢
  34339	蘣
  34340	蘤
  34341	蘥
  34342	蘦
  34343	蘧
  34344	蘨
  34345	蘩
  34346	蘪
  34347	蘫
  34348	蘬
  34349	蘭
  34350	蘮
  34351	蘯
  34352	蘰
  34353	蘱
  34354	蘲
  34355	蘳
  34356	蘴
  34357	蘵
  34358	蘶
  34359	蘷
  34360	蘸
  34361	蘹
  34362	蘺
  34363	蘻
  34364	蘼
  34365	蘽
  34366	蘾
  34367	蘿
  34368	虀
  34369	虁
  34370	虂
  34371	虃
  34372	虄
  34373	虅
  34374	虆
  34375	虇
  34376	虈
  34377	虉
  34378	虊
  34379	虋
  34380	虌
  34381	虍
  34382	虎
  34383	虏
  34384	虐
  34385	虑
  34386	虒
  34387	虓
  34388	虔
  34389	處
  34390	虖
  34391	虗
  34392	虘
  34393	虙
  34394	虚
  34395	虛
  34396	虜
  34397	虝
  34398	虞
  34399	號
  34400	虠
  34401	虡
  34402	虢
  34403	虣
  34404	虤
  34405	虥
  34406	虦
  34407	虧
  34408	虨
  34409	虩
  34410	虪
  34411	虫
  34412	虬
  34413	虭
  34414	虮
  34415	虯
  34416	虰
  34417	虱
  34418	虲
  34419	虳
  34420	虴
  34421	虵
  34422	虶
  34423	虷
  34424	虸
  34425	虹
  34426	虺
  34427	虻
  34428	虼
  34429	虽
  34430	虾
  34431	虿
  34432	蚀
  34433	蚁
  34434	蚂
  34435	蚃
  34436	蚄
  34437	蚅
  34438	蚆
  34439	蚇
  34440	蚈
  34441	蚉
  34442	蚊
  34443	蚋
  34444	蚌
  34445	蚍
  34446	蚎
  34447	蚏
  34448	蚐
  34449	蚑
  34450	蚒
  34451	蚓
  34452	蚔
  34453	蚕
  34454	蚖
  34455	蚗
  34456	蚘
  34457	蚙
  34458	蚚
  34459	蚛
  34460	蚜
  34461	蚝
  34462	蚞
  34463	蚟
  34464	蚠
  34465	蚡
  34466	蚢
  34467	蚣
  34468	蚤
  34469	蚥
  34470	蚦
  34471	蚧
  34472	蚨
  34473	蚩
  34474	蚪
  34475	蚫
  34476	蚬
  34477	蚭
  34478	蚮
  34479	蚯
  34480	蚰
  34481	蚱
  34482	蚲
  34483	蚳
  34484	蚴
  34485	蚵
  34486	蚶
  34487	蚷
  34488	蚸
  34489	蚹
  34490	蚺
  34491	蚻
  34492	蚼
  34493	蚽
  34494	蚾
  34495	蚿
  34496	蛀
  34497	蛁
  34498	蛂
  34499	蛃
  34500	蛄
  34501	蛅
  34502	蛆
  34503	蛇
  34504	蛈
  34505	蛉
  34506	蛊
  34507	蛋
  34508	蛌
  34509	蛍
  34510	蛎
  34511	蛏
  34512	蛐
  34513	蛑
  34514	蛒
  34515	蛓
  34516	蛔
  34517	蛕
  34518	蛖
  34519	蛗
  34520	蛘
  34521	蛙
  34522	蛚
  34523	蛛
  34524	蛜
  34525	蛝
  34526	蛞
  34527	蛟
  34528	蛠
  34529	蛡
  34530	蛢
  34531	蛣
  34532	蛤
  34533	蛥
  34534	蛦
  34535	蛧
  34536	蛨
  34537	蛩
  34538	蛪
  34539	蛫
  34540	蛬
  34541	蛭
  34542	蛮
  34543	蛯
  34544	蛰
  34545	蛱
  34546	蛲
  34547	蛳
  34548	蛴
  34549	蛵
  34550	蛶
  34551	蛷
  34552	蛸
  34553	蛹
  34554	蛺
  34555	蛻
  34556	蛼
  34557	蛽
  34558	蛾
  34559	蛿
  34560	蜀
  34561	蜁
  34562	蜂
  34563	蜃
  34564	蜄
  34565	蜅
  34566	蜆
  34567	蜇
  34568	蜈
  34569	蜉
  34570	蜊
  34571	蜋
  34572	蜌
  34573	蜍
  34574	蜎
  34575	蜏
  34576	蜐
  34577	蜑
  34578	蜒
  34579	蜓
  34580	蜔
  34581	蜕
  34582	蜖
  34583	蜗
  34584	蜘
  34585	蜙
  34586	蜚
  34587	蜛
  34588	蜜
  34589	蜝
  34590	蜞
  34591	蜟
  34592	蜠
  34593	蜡
  34594	蜢
  34595	蜣
  34596	蜤
  34597	蜥
  34598	蜦
  34599	蜧
  34600	蜨
  34601	蜩
  34602	蜪
  34603	蜫
  34604	蜬
  34605	蜭
  34606	蜮
  34607	蜯
  34608	蜰
  34609	蜱
  34610	蜲
  34611	蜳
  34612	蜴
  34613	蜵
  34614	蜶
  34615	蜷
  34616	蜸
  34617	蜹
  34618	蜺
  34619	蜻
  34620	蜼
  34621	蜽
  34622	蜾
  34623	蜿
  34624	蝀
  34625	蝁
  34626	蝂
  34627	蝃
  34628	蝄
  34629	蝅
  34630	蝆
  34631	蝇
  34632	蝈
  34633	蝉
  34634	蝊
  34635	蝋
  34636	蝌
  34637	蝍
  34638	蝎
  34639	蝏
  34640	蝐
  34641	蝑
  34642	蝒
  34643	蝓
  34644	蝔
  34645	蝕
  34646	蝖
  34647	蝗
  34648	蝘
  34649	蝙
  34650	蝚
  34651	蝛
  34652	蝜
  34653	蝝
  34654	蝞
  34655	蝟
  34656	蝠
  34657	蝡
  34658	蝢
  34659	蝣
  34660	蝤
  34661	蝥
  34662	蝦
  34663	蝧
  34664	蝨
  34665	蝩
  34666	蝪
  34667	蝫
  34668	蝬
  34669	蝭
  34670	蝮
  34671	蝯
  34672	蝰
  34673	蝱
  34674	蝲
  34675	蝳
  34676	蝴
  34677	蝵
  34678	蝶
  34679	蝷
  34680	蝸
  34681	蝹
  34682	蝺
  34683	蝻
  34684	蝼
  34685	蝽
  34686	蝾
  34687	蝿
  34688	螀
  34689	螁
  34690	螂
  34691	螃
  34692	螄
  34693	螅
  34694	螆
  34695	螇
  34696	螈
  34697	螉
  34698	螊
  34699	螋
  34700	螌
  34701	融
  34702	螎
  34703	螏
  34704	螐
  34705	螑
  34706	螒
  34707	螓
  34708	螔
  34709	螕
  34710	螖
  34711	螗
  34712	螘
  34713	螙
  34714	螚
  34715	螛
  34716	螜
  34717	螝
  34718	螞
  34719	螟
  34720	螠
  34721	螡
  34722	螢
  34723	螣
  34724	螤
  34725	螥
  34726	螦
  34727	螧
  34728	螨
  34729	螩
  34730	螪
  34731	螫
  34732	螬
  34733	螭
  34734	螮
  34735	螯
  34736	螰
  34737	螱
  34738	螲
  34739	螳
  34740	螴
  34741	螵
  34742	螶
  34743	螷
  34744	螸
  34745	螹
  34746	螺
  34747	螻
  34748	螼
  34749	螽
  34750	螾
  34751	螿
  34752	蟀
  34753	蟁
  34754	蟂
  34755	蟃
  34756	蟄
  34757	蟅
  34758	蟆
  34759	蟇
  34760	蟈
  34761	蟉
  34762	蟊
  34763	蟋
  34764	蟌
  34765	蟍
  34766	蟎
  34767	蟏
  34768	蟐
  34769	蟑
  34770	蟒
  34771	蟓
  34772	蟔
  34773	蟕
  34774	蟖
  34775	蟗
  34776	蟘
  34777	蟙
  34778	蟚
  34779	蟛
  34780	蟜
  34781	蟝
  34782	蟞
  34783	蟟
  34784	蟠
  34785	蟡
  34786	蟢
  34787	蟣
  34788	蟤
  34789	蟥
  34790	蟦
  34791	蟧
  34792	蟨
  34793	蟩
  34794	蟪
  34795	蟫
  34796	蟬
  34797	蟭
  34798	蟮
  34799	蟯
  34800	蟰
  34801	蟱
  34802	蟲
  34803	蟳
  34804	蟴
  34805	蟵
  34806	蟶
  34807	蟷
  34808	蟸
  34809	蟹
  34810	蟺
  34811	蟻
  34812	蟼
  34813	蟽
  34814	蟾
  34815	蟿
  34816	蠀
  34817	蠁
  34818	蠂
  34819	蠃
  34820	蠄
  34821	蠅
  34822	蠆
  34823	蠇
  34824	蠈
  34825	蠉
  34826	蠊
  34827	蠋
  34828	蠌
  34829	蠍
  34830	蠎
  34831	蠏
  34832	蠐
  34833	蠑
  34834	蠒
  34835	蠓
  34836	蠔
  34837	蠕
  34838	蠖
  34839	蠗
  34840	蠘
  34841	蠙
  34842	蠚
  34843	蠛
  34844	蠜
  34845	蠝
  34846	蠞
  34847	蠟
  34848	蠠
  34849	蠡
  34850	蠢
  34851	蠣
  34852	蠤
  34853	蠥
  34854	蠦
  34855	蠧
  34856	蠨
  34857	蠩
  34858	蠪
  34859	蠫
  34860	蠬
  34861	蠭
  34862	蠮
  34863	蠯
  34864	蠰
  34865	蠱
  34866	蠲
  34867	蠳
  34868	蠴
  34869	蠵
  34870	蠶
  34871	蠷
  34872	蠸
  34873	蠹
  34874	蠺
  34875	蠻
  34876	蠼
  34877	蠽
  34878	蠾
  34879	蠿
  34880	血
  34881	衁
  34882	衂
  34883	衃
  34884	衄
  34885	衅
  34886	衆
  34887	衇
  34888	衈
  34889	衉
  34890	衊
  34891	衋
  34892	行
  34893	衍
  34894	衎
  34895	衏
  34896	衐
  34897	衑
  34898	衒
  34899	術
  34900	衔
  34901	衕
  34902	衖
  34903	街
  34904	衘
  34905	衙
  34906	衚
  34907	衛
  34908	衜
  34909	衝
  34910	衞
  34911	衟
  34912	衠
  34913	衡
  34914	衢
  34915	衣
  34916	衤
  34917	补
  34918	衦
  34919	衧
  34920	表
  34921	衩
  34922	衪
  34923	衫
  34924	衬
  34925	衭
  34926	衮
  34927	衯
  34928	衰
  34929	衱
  34930	衲
  34931	衳
  34932	衴
  34933	衵
  34934	衶
  34935	衷
  34936	衸
  34937	衹
  34938	衺
  34939	衻
  34940	衼
  34941	衽
  34942	衾
  34943	衿
  34944	袀
  34945	袁
  34946	袂
  34947	袃
  34948	袄
  34949	袅
  34950	袆
  34951	袇
  34952	袈
  34953	袉
  34954	袊
  34955	袋
  34956	袌
  34957	袍
  34958	袎
  34959	袏
  34960	袐
  34961	袑
  34962	袒
  34963	袓
  34964	袔
  34965	袕
  34966	袖
  34967	袗
  34968	袘
  34969	袙
  34970	袚
  34971	袛
  34972	袜
  34973	袝
  34974	袞
  34975	袟
  34976	袠
  34977	袡
  34978	袢
  34979	袣
  34980	袤
  34981	袥
  34982	袦
  34983	袧
  34984	袨
  34985	袩
  34986	袪
  34987	被
  34988	袬
  34989	袭
  34990	袮
  34991	袯
  34992	袰
  34993	袱
  34994	袲
  34995	袳
  34996	袴
  34997	袵
  34998	袶
  34999	袷
  35000	袸
  35001	袹
  35002	袺
  35003	袻
  35004	袼
  35005	袽
  35006	袾
  35007	袿
  35008	裀
  35009	裁
  35010	裂
  35011	裃
  35012	裄
  35013	装
  35014	裆
  35015	裇
  35016	裈
  35017	裉
  35018	裊
  35019	裋
  35020	裌
  35021	裍
  35022	裎
  35023	裏
  35024	裐
  35025	裑
  35026	裒
  35027	裓
  35028	裔
  35029	裕
  35030	裖
  35031	裗
  35032	裘
  35033	裙
  35034	裚
  35035	裛
  35036	補
  35037	裝
  35038	裞
  35039	裟
  35040	裠
  35041	裡
  35042	裢
  35043	裣
  35044	裤
  35045	裥
  35046	裦
  35047	裧
  35048	裨
  35049	裩
  35050	裪
  35051	裫
  35052	裬
  35053	裭
  35054	裮
  35055	裯
  35056	裰
  35057	裱
  35058	裲
  35059	裳
  35060	裴
  35061	裵
  35062	裶
  35063	裷
  35064	裸
  35065	裹
  35066	裺
  35067	裻
  35068	裼
  35069	製
  35070	裾
  35071	裿
  35072	褀
  35073	褁
  35074	褂
  35075	褃
  35076	褄
  35077	褅
  35078	褆
  35079	複
  35080	褈
  35081	褉
  35082	褊
  35083	褋
  35084	褌
  35085	褍
  35086	褎
  35087	褏
  35088	褐
  35089	褑
  35090	褒
  35091	褓
  35092	褔
  35093	褕
  35094	褖
  35095	褗
  35096	褘
  35097	褙
  35098	褚
  35099	褛
  35100	褜
  35101	褝
  35102	褞
  35103	褟
  35104	褠
  35105	褡
  35106	褢
  35107	褣
  35108	褤
  35109	褥
  35110	褦
  35111	褧
  35112	褨
  35113	褩
  35114	褪
  35115	褫
  35116	褬
  35117	褭
  35118	褮
  35119	褯
  35120	褰
  35121	褱
  35122	褲
  35123	褳
  35124	褴
  35125	褵
  35126	褶
  35127	褷
  35128	褸
  35129	褹
  35130	褺
  35131	褻
  35132	褼
  35133	褽
  35134	褾
  35135	褿
  35136	襀
  35137	襁
  35138	襂
  35139	襃
  35140	襄
  35141	襅
  35142	襆
  35143	襇
  35144	襈
  35145	襉
  35146	襊
  35147	襋
  35148	襌
  35149	襍
  35150	襎
  35151	襏
  35152	襐
  35153	襑
  35154	襒
  35155	襓
  35156	襔
  35157	襕
  35158	襖
  35159	襗
  35160	襘
  35161	襙
  35162	襚
  35163	襛
  35164	襜
  35165	襝
  35166	襞
  35167	襟
  35168	襠
  35169	襡
  35170	襢
  35171	襣
  35172	襤
  35173	襥
  35174	襦
  35175	襧
  35176	襨
  35177	襩
  35178	襪
  35179	襫
  35180	襬
  35181	襭
  35182	襮
  35183	襯
  35184	襰
  35185	襱
  35186	襲
  35187	襳
  35188	襴
  35189	襵
  35190	襶
  35191	襷
  35192	襸
  35193	襹
  35194	襺
  35195	襻
  35196	襼
  35197	襽
  35198	襾
  35199	西
  35200	覀
  35201	要
  35202	覂
  35203	覃
  35204	覄
  35205	覅
  35206	覆
  35207	覇
  35208	覈
  35209	覉
  35210	覊
  35211	見
  35212	覌
  35213	覍
  35214	覎
  35215	規
  35216	覐
  35217	覑
  35218	覒
  35219	覓
  35220	覔
  35221	覕
  35222	視
  35223	覗
  35224	覘
  35225	覙
  35226	覚
  35227	覛
  35228	覜
  35229	覝
  35230	覞
  35231	覟
  35232	覠
  35233	覡
  35234	覢
  35235	覣
  35236	覤
  35237	覥
  35238	覦
  35239	覧
  35240	覨
  35241	覩
  35242	親
  35243	覫
  35244	覬
  35245	覭
  35246	覮
  35247	覯
  35248	覰
  35249	覱
  35250	覲
  35251	観
  35252	覴
  35253	覵
  35254	覶
  35255	覷
  35256	覸
  35257	覹
  35258	覺
  35259	覻
  35260	覼
  35261	覽
  35262	覾
  35263	覿
  35264	觀
  35265	见
  35266	观
  35267	觃
  35268	规
  35269	觅
  35270	视
  35271	觇
  35272	览
  35273	觉
  35274	觊
  35275	觋
  35276	觌
  35277	觍
  35278	觎
  35279	觏
  35280	觐
  35281	觑
  35282	角
  35283	觓
  35284	觔
  35285	觕
  35286	觖
  35287	觗
  35288	觘
  35289	觙
  35290	觚
  35291	觛
  35292	觜
  35293	觝
  35294	觞
  35295	觟
  35296	觠
  35297	觡
  35298	觢
  35299	解
  35300	觤
  35301	觥
  35302	触
  35303	觧
  35304	觨
  35305	觩
  35306	觪
  35307	觫
  35308	觬
  35309	觭
  35310	觮
  35311	觯
  35312	觰
  35313	觱
  35314	觲
  35315	觳
  35316	觴
  35317	觵
  35318	觶
  35319	觷
  35320	觸
  35321	觹
  35322	觺
  35323	觻
  35324	觼
  35325	觽
  35326	觾
  35327	觿
  35328	言
  35329	訁
  35330	訂
  35331	訃
  35332	訄
  35333	訅
  35334	訆
  35335	訇
  35336	計
  35337	訉
  35338	訊
  35339	訋
  35340	訌
  35341	訍
  35342	討
  35343	訏
  35344	訐
  35345	訑
  35346	訒
  35347	訓
  35348	訔
  35349	訕
  35350	訖
  35351	託
  35352	記
  35353	訙
  35354	訚
  35355	訛
  35356	訜
  35357	訝
  35358	訞
  35359	訟
  35360	訠
  35361	訡
  35362	訢
  35363	訣
  35364	訤
  35365	訥
  35366	訦
  35367	訧
